01/11/2024 17:48:44 26.31C, 26.00C, 25.81C, 26.00C, 26.00C, 25.81C
01/11/2024 18:47:15 35.56C, 34.56C, 33.31C, 34.94C, 37.31C, 34.69C
01/11/2024 18:47:17 35.50C, 34.56C, 33.31C, 35.00C, 37.31C, 34.63C
01/11/2024 18:47:20 35.50C, 34.50C, 33.31C, 34.94C, 37.31C, 34.63C
01/11/2024 18:47:22 35.50C, 34.50C, 33.31C, 35.00C, 37.31C, 34.63C
01/11/2024 18:47:25 35.44C, 34.50C, 33.31C, 34.94C, 37.25C, 34.63C
01/11/2024 18:47:27 35.44C, 34.50C, 33.31C, 35.00C, 37.25C, 34.63C
01/11/2024 18:47:29 35.44C, 34.44C, 33.31C, 35.00C, 37.25C, 34.63C
01/11/2024 18:47:32 35.44C, 34.44C, 33.31C, 35.00C, 37.25C, 34.63C
01/11/2024 18:47:34 35.44C, 34.44C, 33.31C, 35.00C, 37.25C, 34.63C
01/11/2024 18:47:37 35.38C, 34.44C, 33.31C, 35.00C, 37.25C, 34.63C
01/11/2024 18:47:39 35.38C, 34.38C, 33.31C, 35.00C, 37.25C, 34.63C
01/11/2024 18:47:42 35.38C, 34.38C, 33.31C, 34.94C, 37.25C, 34.63C
01/11/2024 18:47:44 35.38C, 34.38C, 33.31C, 35.00C, 37.25C, 34.63C
01/11/2024 18:47:46 35.38C, 34.38C, 33.31C, 35.00C, 37.25C, 34.63C
01/11/2024 18:47:49 35.38C, 34.38C, 33.31C, 34.94C, 37.25C, 34.63C
01/11/2024 18:47:51 35.38C, 34.38C, 33.25C, 34.94C, 37.25C, 34.63C
01/11/2024 18:47:54 35.38C, 34.31C, 33.31C, 35.00C, 37.25C, 34.63C
01/11/2024 18:47:56 35.38C, 34.38C, 33.31C, 34.94C, 37.25C, 34.63C
01/11/2024 18:47:59 35.31C, 34.31C, 33.31C, 34.94C, 37.25C, 34.63C
01/11/2024 18:48:01 35.31C, 34.31C, 33.31C, 34.94C, 37.25C, 34.63C
01/11/2024 18:48:03 35.38C, 34.31C, 33.31C, 35.00C, 37.25C, 34.63C
01/11/2024 18:48:06 35.31C, 34.31C, 33.31C, 34.94C, 37.25C, 34.63C
01/11/2024 18:48:08 35.31C, 34.31C, 33.31C, 34.94C, 37.25C, 34.63C
01/11/2024 18:48:11 35.38C, 34.31C, 33.31C, 35.00C, 37.25C, 34.63C
01/11/2024 18:48:13 35.38C, 34.31C, 33.31C, 34.94C, 37.31C, 34.63C
01/11/2024 18:48:15 35.38C, 34.31C, 33.38C, 34.94C, 37.31C, 34.69C
01/11/2024 18:48:18 35.38C, 34.25C, 33.38C, 34.94C, 37.31C, 34.69C
01/11/2024 18:48:20 35.38C, 34.25C, 33.38C, 34.94C, 37.25C, 34.69C
01/11/2024 18:48:23 35.38C, 34.25C, 33.38C, 34.94C, 37.31C, 34.69C
01/11/2024 18:48:25 35.44C, 34.25C, 33.38C, 34.94C, 37.31C, 34.75C
01/11/2024 18:48:28 35.38C, 34.25C, 33.38C, 34.94C, 37.38C, 34.75C
01/11/2024 18:48:30 35.38C, 34.31C, 33.44C, 34.94C, 37.38C, 34.75C
01/11/2024 18:48:32 35.38C, 34.31C, 33.38C, 34.94C, 37.38C, 34.75C
01/11/2024 18:48:35 35.44C, 34.25C, 33.38C, 34.94C, 37.38C, 34.75C
01/11/2024 18:48:37 35.38C, 34.31C, 33.38C, 34.94C, 37.38C, 34.75C
01/11/2024 18:48:40 35.44C, 34.25C, 33.38C, 35.00C, 37.31C, 34.75C
01/11/2024 18:48:42 35.44C, 34.31C, 33.38C, 35.00C, 37.38C, 34.75C
01/11/2024 18:48:45 35.44C, 34.31C, 33.38C, 35.00C, 37.38C, 34.69C
01/11/2024 18:48:47 35.44C, 34.31C, 33.38C, 35.00C, 37.31C, 34.75C
01/11/2024 18:48:49 35.44C, 34.25C, 33.38C, 35.00C, 37.38C, 34.75C
01/11/2024 18:48:52 35.44C, 34.31C, 33.38C, 35.06C, 37.38C, 34.69C
01/11/2024 18:48:54 35.44C, 34.31C, 33.38C, 35.00C, 37.38C, 34.75C
01/11/2024 18:48:57 35.44C, 34.25C, 33.38C, 35.00C, 37.38C, 34.75C
01/11/2024 18:48:59 35.44C, 34.31C, 33.38C, 35.00C, 37.38C, 34.75C
01/11/2024 18:49:02 35.44C, 34.25C, 33.38C, 35.00C, 37.38C, 34.75C
01/11/2024 18:49:04 35.44C, 34.25C, 33.31C, 35.00C, 37.38C, 34.75C
01/11/2024 18:49:06 35.44C, 34.31C, 33.38C, 35.00C, 37.38C, 34.75C
01/11/2024 18:49:09 35.44C, 34.31C, 33.31C, 35.00C, 37.38C, 34.75C
01/11/2024 18:49:11 35.50C, 34.25C, 33.38C, 35.00C, 37.44C, 34.75C
01/11/2024 18:49:14 35.50C, 34.31C, 33.38C, 35.00C, 37.38C, 34.81C
01/11/2024 18:49:16 35.50C, 34.31C, 33.38C, 35.00C, 37.44C, 34.81C
01/11/2024 18:49:18 35.50C, 34.31C, 33.38C, 35.00C, 37.44C, 34.81C
01/11/2024 18:49:21 35.50C, 34.31C, 33.38C, 35.06C, 37.44C, 34.81C
01/11/2024 18:49:23 35.56C, 34.31C, 33.38C, 35.00C, 37.44C, 34.81C
01/11/2024 18:49:26 35.50C, 34.31C, 33.38C, 35.00C, 37.44C, 34.81C
01/11/2024 18:49:28 35.50C, 34.31C, 33.38C, 35.00C, 37.44C, 34.81C
01/11/2024 18:49:31 35.50C, 34.31C, 33.38C, 35.00C, 37.44C, 34.81C
01/11/2024 18:49:33 35.56C, 34.31C, 33.38C, 35.00C, 37.44C, 34.81C
01/11/2024 18:49:35 35.50C, 34.31C, 33.38C, 35.00C, 37.44C, 34.81C
01/11/2024 18:49:38 35.56C, 34.31C, 33.38C, 35.00C, 37.44C, 34.81C
01/11/2024 18:49:40 35.56C, 34.31C, 33.38C, 35.00C, 37.44C, 34.81C
01/11/2024 18:49:43 35.56C, 34.31C, 33.38C, 35.00C, 37.44C, 34.81C
01/11/2024 18:49:45 35.56C, 34.31C, 33.38C, 35.00C, 37.44C, 34.81C
01/11/2024 18:49:48 35.56C, 34.31C, 33.44C, 35.00C, 37.44C, 34.81C
01/11/2024 18:49:50 35.56C, 34.31C, 33.44C, 35.06C, 37.44C, 34.81C
01/11/2024 18:49:52 35.56C, 34.31C, 33.38C, 35.00C, 37.38C, 34.81C
01/11/2024 18:49:55 35.56C, 34.38C, 33.44C, 35.06C, 37.44C, 34.81C
01/11/2024 18:49:57 35.56C, 34.31C, 33.44C, 35.06C, 37.44C, 34.81C
01/11/2024 18:50:00 35.56C, 34.31C, 33.44C, 35.06C, 37.38C, 34.81C
01/11/2024 18:50:02 35.56C, 34.31C, 33.38C, 35.06C, 37.38C, 34.81C
01/11/2024 18:50:04 35.56C, 34.38C, 33.44C, 35.00C, 37.44C, 34.81C
01/11/2024 18:50:07 35.56C, 34.31C, 33.38C, 35.06C, 37.44C, 34.81C
01/11/2024 18:50:09 35.56C, 34.31C, 33.38C, 35.06C, 37.44C, 34.81C
01/11/2024 18:50:12 35.56C, 34.31C, 33.38C, 35.06C, 37.44C, 34.81C
01/11/2024 18:50:14 35.56C, 34.38C, 33.38C, 35.06C, 37.44C, 34.81C
01/11/2024 18:50:17 35.56C, 34.31C, 33.44C, 35.06C, 37.44C, 34.81C
01/11/2024 18:50:19 35.56C, 34.31C, 33.38C, 35.06C, 37.38C, 34.81C
01/11/2024 18:50:21 35.56C, 34.31C, 33.44C, 35.06C, 37.44C, 34.81C
01/11/2024 18:50:24 35.56C, 34.38C, 33.44C, 35.06C, 37.44C, 34.81C
01/11/2024 18:50:26 35.56C, 34.38C, 33.44C, 35.00C, 37.44C, 34.81C
01/11/2024 18:50:29 35.56C, 34.38C, 33.50C, 35.06C, 37.44C, 34.81C
01/11/2024 18:50:31 35.56C, 34.38C, 33.50C, 35.00C, 37.44C, 34.81C
01/11/2024 18:50:34 35.56C, 34.38C, 33.50C, 35.06C, 37.44C, 34.81C
01/11/2024 18:50:36 35.56C, 34.38C, 33.50C, 35.00C, 37.44C, 34.81C
01/11/2024 18:50:38 35.56C, 34.38C, 33.50C, 35.00C, 37.44C, 34.75C
01/11/2024 18:50:41 35.56C, 34.38C, 33.50C, 35.00C, 37.44C, 34.75C
01/11/2024 18:50:43 35.63C, 34.38C, 33.50C, 35.06C, 37.44C, 34.75C
01/11/2024 18:50:46 35.56C, 34.38C, 33.50C, 35.00C, 37.44C, 34.75C
01/11/2024 18:50:48 35.63C, 34.38C, 33.50C, 35.00C, 37.44C, 34.81C
01/11/2024 18:50:51 35.56C, 34.31C, 33.50C, 35.00C, 37.44C, 34.75C
01/11/2024 18:50:53 35.56C, 34.38C, 33.50C, 35.06C, 37.50C, 34.75C
01/11/2024 18:50:55 35.56C, 34.38C, 33.50C, 35.00C, 37.44C, 34.75C
01/11/2024 18:50:58 35.56C, 34.38C, 33.50C, 35.00C, 37.44C, 34.75C
01/11/2024 18:51:00 35.56C, 34.31C, 33.50C, 35.06C, 37.44C, 34.75C
01/11/2024 18:51:03 35.56C, 34.31C, 33.56C, 35.06C, 37.44C, 34.75C
01/11/2024 18:51:05 35.56C, 34.38C, 33.56C, 35.00C, 37.44C, 34.75C
01/11/2024 18:51:07 35.56C, 34.38C, 33.56C, 35.06C, 37.44C, 34.75C
01/11/2024 18:51:10 35.56C, 34.31C, 33.56C, 35.00C, 37.44C, 34.75C
01/11/2024 18:51:12 35.56C, 34.38C, 33.56C, 35.00C, 37.44C, 34.75C
01/11/2024 18:51:15 35.56C, 34.38C, 33.56C, 35.00C, 37.44C, 34.75C
01/11/2024 18:51:17 35.56C, 34.38C, 33.56C, 35.00C, 37.44C, 34.69C
01/11/2024 18:51:20 35.56C, 34.38C, 33.56C, 35.00C, 37.44C, 34.75C
01/11/2024 18:51:22 35.56C, 34.31C, 33.56C, 35.06C, 37.44C, 34.69C
01/11/2024 18:51:24 35.56C, 34.31C, 33.56C, 35.00C, 37.44C, 34.69C
01/11/2024 18:51:27 35.56C, 34.38C, 33.56C, 35.06C, 37.44C, 34.69C
01/11/2024 18:51:29 35.56C, 34.38C, 33.56C, 35.06C, 37.38C, 34.69C
01/11/2024 18:51:32 35.63C, 34.31C, 33.50C, 35.06C, 37.44C, 34.69C
01/11/2024 18:51:34 35.56C, 34.38C, 33.56C, 35.06C, 37.38C, 34.69C
01/11/2024 18:51:37 35.56C, 34.38C, 33.56C, 35.06C, 37.44C, 34.69C
01/11/2024 18:51:39 35.56C, 34.31C, 33.56C, 35.06C, 37.44C, 34.69C
01/11/2024 18:51:41 35.56C, 34.38C, 33.56C, 35.06C, 37.44C, 34.69C
01/11/2024 18:51:44 35.63C, 34.38C, 33.56C, 35.00C, 37.44C, 34.63C
01/11/2024 18:51:46 35.56C, 34.31C, 33.50C, 35.06C, 37.44C, 34.63C
01/11/2024 18:51:49 35.56C, 34.31C, 33.50C, 35.00C, 37.44C, 34.63C
01/11/2024 18:51:51 35.56C, 34.38C, 33.56C, 35.06C, 37.44C, 34.63C
01/11/2024 18:51:53 35.56C, 34.38C, 33.50C, 35.00C, 37.44C, 34.69C
01/11/2024 18:51:56 35.56C, 34.31C, 33.50C, 35.06C, 37.44C, 34.69C
01/11/2024 18:51:58 35.56C, 34.38C, 33.56C, 35.00C, 37.50C, 34.69C
01/11/2024 18:52:01 35.56C, 34.31C, 33.50C, 35.00C, 37.50C, 34.75C
01/11/2024 18:52:03 35.56C, 34.31C, 33.50C, 35.00C, 37.50C, 34.75C
01/11/2024 18:52:06 35.56C, 34.38C, 33.50C, 35.00C, 37.50C, 34.75C
01/11/2024 18:52:08 35.56C, 34.38C, 33.50C, 35.00C, 37.50C, 34.75C
01/11/2024 18:52:10 35.56C, 34.38C, 33.50C, 35.00C, 37.50C, 34.75C
01/11/2024 18:52:13 35.56C, 34.38C, 33.50C, 35.00C, 37.50C, 34.75C
01/11/2024 18:52:15 35.56C, 34.38C, 33.50C, 35.00C, 37.50C, 34.75C
01/11/2024 18:52:18 35.56C, 34.38C, 33.50C, 35.06C, 37.50C, 34.81C
01/11/2024 18:52:20 35.56C, 34.38C, 33.50C, 35.06C, 37.50C, 34.81C
01/11/2024 18:52:23 35.50C, 34.38C, 33.50C, 35.06C, 37.50C, 34.81C
01/11/2024 18:52:25 35.50C, 34.38C, 33.50C, 35.06C, 37.50C, 34.81C
01/11/2024 18:52:27 35.50C, 34.38C, 33.50C, 35.06C, 37.50C, 34.81C
01/11/2024 18:52:30 35.50C, 34.38C, 33.56C, 35.00C, 37.50C, 34.81C
01/11/2024 18:52:32 35.50C, 34.38C, 33.50C, 35.06C, 37.50C, 34.81C
01/11/2024 18:52:35 35.50C, 34.38C, 33.50C, 35.06C, 37.50C, 34.81C
01/11/2024 18:52:37 35.50C, 34.38C, 33.50C, 35.06C, 37.50C, 34.81C
01/11/2024 18:52:40 35.50C, 34.38C, 33.50C, 35.06C, 37.50C, 34.81C
01/11/2024 18:52:42 35.50C, 34.38C, 33.50C, 35.00C, 37.50C, 34.81C
01/11/2024 18:52:44 35.50C, 34.38C, 33.56C, 35.00C, 37.50C, 34.81C
01/11/2024 18:52:47 35.50C, 34.31C, 33.56C, 35.00C, 37.50C, 34.81C
01/11/2024 18:52:49 35.50C, 34.38C, 33.56C, 35.00C, 37.50C, 34.81C
01/11/2024 18:52:52 35.50C, 34.38C, 33.50C, 35.00C, 37.50C, 34.81C
01/11/2024 18:52:54 35.50C, 34.31C, 33.50C, 35.00C, 37.50C, 34.81C
01/11/2024 18:52:56 35.50C, 34.31C, 33.50C, 35.00C, 37.56C, 34.81C
01/11/2024 18:52:59 35.50C, 34.31C, 33.50C, 35.00C, 37.50C, 34.81C
01/11/2024 18:53:01 35.50C, 34.31C, 33.50C, 35.00C, 37.50C, 34.81C
01/11/2024 18:53:04 35.44C, 34.31C, 33.50C, 35.00C, 37.50C, 34.81C
01/11/2024 18:53:06 35.44C, 34.31C, 33.44C, 35.00C, 37.50C, 34.81C
01/11/2024 18:53:09 35.44C, 34.31C, 33.50C, 35.00C, 37.50C, 34.81C
01/11/2024 18:53:11 35.44C, 34.31C, 33.50C, 35.00C, 37.50C, 34.81C
01/11/2024 18:53:13 35.44C, 34.31C, 33.44C, 35.00C, 37.50C, 34.81C
01/11/2024 18:53:16 35.44C, 34.31C, 33.44C, 35.00C, 37.50C, 34.81C
01/11/2024 18:53:18 35.44C, 34.31C, 33.44C, 35.00C, 37.50C, 34.81C
01/11/2024 18:53:21 35.44C, 34.31C, 33.44C, 35.00C, 37.50C, 34.81C
01/11/2024 18:53:23 35.50C, 34.25C, 33.44C, 34.94C, 37.44C, 34.81C
01/11/2024 18:53:26 35.44C, 34.31C, 33.44C, 35.00C, 37.50C, 34.81C
01/11/2024 18:53:28 35.44C, 34.31C, 33.44C, 35.00C, 37.50C, 34.81C
01/11/2024 18:53:30 35.44C, 34.31C, 33.44C, 34.94C, 37.44C, 34.81C
01/11/2024 18:53:33 35.44C, 34.25C, 33.38C, 35.00C, 37.44C, 34.81C
01/11/2024 18:53:35 35.50C, 34.31C, 33.38C, 35.00C, 37.44C, 34.81C
01/11/2024 18:53:38 35.44C, 34.25C, 33.38C, 35.00C, 37.44C, 34.81C
01/11/2024 18:53:40 35.44C, 34.31C, 33.38C, 35.00C, 37.44C, 34.81C
01/11/2024 18:53:42 35.44C, 34.25C, 33.38C, 35.00C, 37.44C, 34.81C
01/11/2024 18:53:45 35.44C, 34.25C, 33.38C, 35.00C, 37.44C, 34.81C
01/11/2024 18:53:47 35.50C, 34.25C, 33.38C, 34.94C, 37.44C, 34.75C
01/11/2024 18:53:50 35.44C, 34.25C, 33.38C, 35.00C, 37.44C, 34.81C
01/11/2024 18:53:52 35.50C, 34.25C, 33.38C, 35.00C, 37.44C, 34.81C
01/11/2024 18:53:55 35.44C, 34.31C, 33.38C, 35.00C, 37.44C, 34.81C
01/11/2024 18:53:57 35.44C, 34.31C, 33.38C, 35.00C, 37.38C, 34.75C
01/11/2024 18:53:59 35.44C, 34.25C, 33.38C, 35.00C, 37.44C, 34.81C
01/11/2024 18:54:02 35.50C, 34.25C, 33.38C, 35.00C, 37.38C, 34.81C
01/11/2024 18:54:04 35.44C, 34.25C, 33.38C, 35.00C, 37.38C, 34.81C
01/11/2024 18:54:07 35.50C, 34.25C, 33.38C, 35.00C, 37.38C, 34.81C
01/11/2024 18:54:09 35.44C, 34.25C, 33.38C, 35.00C, 37.38C, 34.81C
01/11/2024 18:54:12 35.50C, 34.25C, 33.38C, 35.00C, 37.38C, 34.81C
01/11/2024 18:54:14 35.50C, 34.25C, 33.38C, 35.00C, 37.38C, 34.81C
01/11/2024 18:54:16 35.50C, 34.25C, 33.31C, 35.00C, 37.38C, 34.81C
01/11/2024 18:54:19 35.50C, 34.25C, 33.38C, 35.00C, 37.38C, 34.81C
01/11/2024 18:54:21 35.44C, 34.25C, 33.38C, 35.00C, 37.38C, 34.81C
01/11/2024 18:54:24 35.50C, 34.25C, 33.31C, 35.00C, 37.38C, 34.81C
01/11/2024 18:54:26 35.50C, 34.25C, 33.38C, 35.00C, 37.38C, 34.81C
01/11/2024 18:54:28 35.50C, 34.25C, 33.38C, 35.00C, 37.38C, 34.81C
01/11/2024 18:54:31 35.50C, 34.25C, 33.31C, 35.06C, 37.31C, 34.81C
01/11/2024 18:54:33 35.50C, 34.25C, 33.38C, 35.06C, 37.31C, 34.81C
01/11/2024 18:54:36 35.50C, 34.25C, 33.38C, 35.00C, 37.38C, 34.75C
01/11/2024 18:54:38 35.50C, 34.25C, 33.38C, 35.06C, 37.38C, 34.75C
01/11/2024 18:54:41 35.50C, 34.25C, 33.38C, 35.00C, 37.38C, 34.81C
01/11/2024 18:54:43 35.50C, 34.25C, 33.31C, 35.00C, 37.38C, 34.75C
01/11/2024 18:54:45 35.50C, 34.25C, 33.38C, 35.00C, 37.38C, 34.75C
01/11/2024 18:54:48 35.44C, 34.25C, 33.38C, 35.00C, 37.38C, 34.75C
01/11/2024 18:54:50 35.50C, 34.19C, 33.38C, 35.00C, 37.38C, 34.75C
01/11/2024 18:54:53 35.44C, 34.19C, 33.38C, 35.00C, 37.38C, 34.75C
01/11/2024 18:54:55 35.44C, 34.19C, 33.38C, 35.00C, 37.38C, 34.75C
01/11/2024 18:54:58 35.50C, 34.25C, 33.38C, 35.00C, 37.38C, 34.75C
01/11/2024 18:55:00 35.44C, 34.25C, 33.38C, 35.00C, 37.38C, 34.75C
01/11/2024 18:55:02 35.44C, 34.25C, 33.38C, 35.00C, 37.31C, 34.75C
01/11/2024 18:55:05 35.44C, 34.25C, 33.38C, 35.00C, 37.38C, 34.75C
01/11/2024 18:55:07 35.44C, 34.25C, 33.38C, 35.00C, 37.38C, 34.75C
01/11/2024 18:55:10 35.44C, 34.25C, 33.38C, 35.00C, 37.31C, 34.75C
01/11/2024 18:55:12 35.44C, 34.25C, 33.31C, 35.00C, 37.31C, 34.75C
01/11/2024 18:55:15 35.44C, 34.25C, 33.31C, 35.00C, 37.31C, 34.75C
01/11/2024 18:55:17 35.44C, 34.25C, 33.38C, 35.00C, 37.31C, 34.75C
01/11/2024 18:55:19 35.44C, 34.25C, 33.31C, 35.00C, 37.31C, 34.75C
01/11/2024 18:55:22 35.44C, 34.25C, 33.31C, 35.00C, 37.31C, 34.75C
01/11/2024 18:55:24 35.44C, 34.19C, 33.31C, 35.00C, 37.31C, 34.69C
01/11/2024 18:55:27 35.44C, 34.25C, 33.31C, 35.00C, 37.31C, 34.69C
01/11/2024 18:55:29 35.44C, 34.25C, 33.31C, 35.00C, 37.31C, 34.69C
01/11/2024 18:55:31 35.44C, 34.25C, 33.31C, 35.00C, 37.31C, 34.75C
01/11/2024 18:55:34 35.44C, 34.19C, 33.31C, 35.00C, 37.31C, 34.69C
01/11/2024 18:55:36 35.44C, 34.19C, 33.31C, 35.06C, 37.25C, 34.69C
01/11/2024 18:55:39 35.44C, 34.19C, 33.31C, 35.00C, 37.31C, 34.69C
01/11/2024 18:55:41 35.44C, 34.25C, 33.38C, 35.06C, 37.31C, 34.69C
01/11/2024 18:55:44 35.44C, 34.25C, 33.31C, 35.00C, 37.31C, 34.69C
01/11/2024 18:55:46 35.44C, 34.25C, 33.31C, 35.00C, 37.31C, 34.69C
01/11/2024 18:55:48 35.44C, 34.25C, 33.38C, 35.00C, 37.31C, 34.69C
01/11/2024 18:55:51 35.44C, 34.25C, 33.38C, 35.00C, 37.31C, 34.69C
01/11/2024 18:55:53 35.44C, 34.19C, 33.38C, 35.06C, 37.31C, 34.69C
01/11/2024 18:55:56 35.44C, 34.25C, 33.38C, 35.00C, 37.31C, 34.69C
01/11/2024 18:55:58 35.44C, 34.25C, 33.38C, 35.06C, 37.31C, 34.75C
01/11/2024 18:56:01 35.44C, 34.25C, 33.38C, 35.00C, 37.31C, 34.69C
01/11/2024 18:56:03 35.44C, 34.25C, 33.38C, 35.00C, 37.31C, 34.69C
01/11/2024 18:56:05 35.44C, 34.25C, 33.38C, 35.00C, 37.31C, 34.69C
01/11/2024 18:56:08 35.44C, 34.25C, 33.38C, 35.00C, 37.31C, 34.69C
01/11/2024 18:56:10 35.44C, 34.19C, 33.31C, 35.00C, 37.38C, 34.63C
01/11/2024 18:56:13 35.44C, 34.19C, 33.38C, 35.06C, 37.38C, 34.63C
01/11/2024 18:56:15 35.44C, 34.19C, 33.38C, 35.00C, 37.38C, 34.63C
01/11/2024 18:56:17 35.44C, 34.25C, 33.38C, 35.00C, 37.31C, 34.63C
01/11/2024 18:56:20 35.44C, 34.19C, 33.38C, 35.00C, 37.31C, 34.63C
01/11/2024 18:56:22 35.44C, 34.19C, 33.38C, 35.00C, 37.31C, 34.63C
01/11/2024 18:56:25 35.38C, 34.19C, 33.38C, 35.06C, 37.31C, 34.63C
01/11/2024 18:56:27 35.44C, 34.25C, 33.38C, 35.06C, 37.31C, 34.63C
01/11/2024 18:56:30 35.44C, 34.19C, 33.38C, 35.06C, 37.31C, 34.63C
01/11/2024 18:56:32 35.44C, 34.19C, 33.38C, 35.06C, 37.38C, 34.63C
01/11/2024 18:56:34 35.44C, 34.19C, 33.38C, 35.06C, 37.31C, 34.63C
01/11/2024 18:56:37 35.44C, 34.19C, 33.38C, 35.06C, 37.38C, 34.63C
01/11/2024 18:56:39 35.44C, 34.19C, 33.38C, 35.06C, 37.38C, 34.63C
01/11/2024 18:56:42 35.38C, 34.19C, 33.38C, 35.06C, 37.31C, 34.63C
01/11/2024 18:56:44 35.38C, 34.19C, 33.38C, 35.06C, 37.38C, 34.63C
01/11/2024 18:56:47 35.38C, 34.19C, 33.38C, 35.06C, 37.38C, 34.63C
01/11/2024 18:56:49 35.38C, 34.19C, 33.38C, 35.06C, 37.38C, 34.63C
01/11/2024 18:56:51 35.38C, 34.19C, 33.38C, 35.06C, 37.38C, 34.56C
01/11/2024 18:56:54 35.38C, 34.19C, 33.31C, 35.06C, 37.38C, 34.63C
01/11/2024 18:56:56 35.38C, 34.19C, 33.31C, 35.06C, 37.38C, 34.56C
01/11/2024 18:56:59 35.44C, 34.19C, 33.31C, 35.00C, 37.38C, 34.56C
01/11/2024 18:57:01 35.38C, 34.13C, 33.31C, 35.00C, 37.38C, 34.63C
01/11/2024 18:57:04 35.38C, 34.19C, 33.31C, 35.06C, 37.38C, 34.63C
01/11/2024 18:57:06 35.38C, 34.13C, 33.38C, 35.00C, 37.38C, 34.63C
01/11/2024 18:57:08 35.38C, 34.19C, 33.31C, 35.06C, 37.38C, 34.63C
01/11/2024 18:57:11 35.38C, 34.19C, 33.38C, 35.00C, 37.38C, 34.63C
01/11/2024 18:57:13 35.38C, 34.19C, 33.31C, 35.06C, 37.38C, 34.63C
01/11/2024 18:57:16 35.38C, 34.13C, 33.38C, 35.06C, 37.38C, 34.63C
01/11/2024 18:57:18 35.44C, 34.13C, 33.38C, 35.00C, 37.44C, 34.63C
01/11/2024 18:57:20 35.44C, 34.19C, 33.38C, 35.00C, 37.44C, 34.63C
01/11/2024 18:57:23 35.44C, 34.19C, 33.38C, 35.06C, 37.44C, 34.63C
01/11/2024 18:57:25 35.44C, 34.19C, 33.31C, 35.00C, 37.44C, 34.63C
01/11/2024 18:57:28 35.44C, 34.19C, 33.44C, 35.00C, 37.44C, 34.63C
01/11/2024 18:57:30 35.44C, 34.19C, 33.38C, 35.06C, 37.44C, 34.63C
01/11/2024 18:57:33 35.44C, 34.19C, 33.38C, 35.00C, 37.44C, 34.63C
01/11/2024 18:57:35 35.50C, 34.19C, 33.38C, 35.00C, 37.44C, 34.63C
01/11/2024 18:57:37 35.44C, 34.19C, 33.44C, 35.00C, 37.50C, 34.69C
01/11/2024 18:57:40 35.44C, 34.19C, 33.44C, 35.00C, 37.50C, 34.63C
01/11/2024 18:57:42 35.44C, 34.19C, 33.44C, 35.00C, 37.50C, 34.63C
01/11/2024 18:57:45 35.50C, 34.25C, 33.44C, 35.00C, 37.44C, 34.63C
01/11/2024 18:57:47 35.50C, 34.25C, 33.44C, 35.00C, 37.44C, 34.63C
01/11/2024 18:57:50 35.50C, 34.25C, 33.44C, 35.00C, 37.50C, 34.63C
01/11/2024 18:57:52 35.50C, 34.25C, 33.50C, 35.00C, 37.50C, 34.63C
01/11/2024 18:57:54 35.50C, 34.25C, 33.50C, 35.00C, 37.44C, 34.69C
01/11/2024 18:57:57 35.50C, 34.25C, 33.56C, 35.06C, 37.44C, 34.69C
01/11/2024 18:57:59 35.50C, 34.25C, 33.56C, 35.00C, 37.50C, 34.69C
01/11/2024 18:58:02 35.50C, 34.25C, 33.56C, 35.00C, 37.50C, 34.69C
01/11/2024 18:58:04 35.50C, 34.25C, 33.56C, 35.00C, 37.50C, 34.69C
01/11/2024 18:58:06 35.50C, 34.25C, 33.56C, 35.00C, 37.50C, 34.69C
01/11/2024 18:58:09 35.50C, 34.25C, 33.63C, 35.00C, 37.50C, 34.69C
01/11/2024 18:58:11 35.50C, 34.25C, 33.63C, 35.06C, 37.50C, 34.69C
01/11/2024 18:58:14 35.56C, 34.25C, 33.63C, 35.00C, 37.50C, 34.69C
01/11/2024 18:58:16 35.56C, 34.31C, 33.56C, 35.00C, 37.50C, 34.69C
01/11/2024 18:58:19 35.56C, 34.25C, 33.63C, 35.00C, 37.50C, 34.75C
01/11/2024 18:58:21 35.56C, 34.25C, 33.63C, 35.00C, 37.50C, 34.69C
01/11/2024 18:58:23 35.56C, 34.25C, 33.56C, 35.00C, 37.56C, 34.75C
01/11/2024 18:58:26 35.56C, 34.31C, 33.56C, 35.00C, 37.50C, 34.75C
01/11/2024 18:58:28 35.56C, 34.31C, 33.56C, 35.00C, 37.50C, 34.75C
01/11/2024 18:58:31 35.56C, 34.31C, 33.63C, 35.06C, 37.56C, 34.75C
01/11/2024 18:58:33 35.56C, 34.31C, 33.63C, 35.00C, 37.56C, 34.75C
01/11/2024 18:58:36 35.63C, 34.31C, 33.63C, 35.00C, 37.56C, 34.75C
01/11/2024 18:58:38 35.63C, 34.31C, 33.56C, 35.00C, 37.56C, 34.75C
01/11/2024 18:58:40 35.63C, 34.31C, 33.63C, 35.00C, 37.56C, 34.75C
01/11/2024 18:58:43 35.63C, 34.31C, 33.63C, 35.00C, 37.56C, 34.75C
01/11/2024 18:58:45 35.63C, 34.38C, 33.63C, 35.06C, 37.56C, 34.75C
01/11/2024 18:58:48 35.63C, 34.38C, 33.63C, 35.00C, 37.56C, 34.75C
01/11/2024 18:58:50 35.63C, 34.38C, 33.63C, 35.06C, 37.56C, 34.75C
01/11/2024 18:58:53 35.63C, 34.38C, 33.69C, 35.00C, 37.56C, 34.75C
01/11/2024 18:58:55 35.63C, 34.38C, 33.63C, 35.06C, 37.63C, 34.75C
